Area,Bedrooms,Sales,Price,PΔ1M,PΔ1Q,PΔ6M,PΔ1Y,PΔ3Y,PΔ5Y,PΔ10Y,Rentals,Rent,RΔ1M,RΔ1Q,RΔ6M,RΔ1Y,RΔ3Y,RΔ5Y,RΔ10Y,Yield,CG Low,CG High,ROI Low,ROI High,Rent Increase,Volatility Index,Growth Rate,GRC Index,GRC Minima,GPD 3Y,GPD 5Y,GPD 10Y,GSP 3Y,GSP 5Y,GSP 10Y,future_metric_01,future_metric_02,future_metric_03,IRSAD,RO Ratio,UHV Ratio,UH Ratio,Affordability Index,SoM%,SoM LS,SoM SS,Inventory,Inventory LS,Inventory SS,Hold Period,HP LS,HP SS,BA Ratio,future_metric_04,future_metric_05,DoM,DoM LS,DoM SS,Discounting,Vacancy Rate,VR LS,VR SS,Clearance Rate,CR LS,CR SS,Auctions,Buy SI,Buy SI LS,Buy SI SS,Rent SI,Rent SI LS,Rent SI SS,future_metric_06,future_metric_07,Confidence,Sales Ratio,Rentals Ratio,Population,Dwellings,School Rank,Infra. Spend,future_metric_15,future_metric_16,EDI,MADI,Flood,Bushfire,Lower Risk,Cashflow,Capital Growth,Overall RCS,Nearest GPO,SA4,GCC,State,lga_pid,Data Level,Confidence.1,Property Type,15_Main Dashboard - HtAG Analytics (3).xlsx
"Auburn, NSW 2144",2,0,1039867,0.0033,0.0083,0.0145,0.0474,0.1315,0.3737,0.4311,6,551,0.0,0.0,-0.0018,0.0318,0.3706,0.2814,0.3775,0.0276,-0.07,0.09,-0.04,0.12,0.0049,5,(+)Decreasing,196,-0.07150000000000001,-0.0472,0.1147,-0.4007,0.0067,-0.0621,-0.0553,0,0,0,2,0.5,0.41,0.57,70.69,0.001,-0.0003,-0.0005,0.41,-0.19,-0.19,11.18,1.71,-0.26,0.0035,0,0,53,1.42,9.35,0.0397,0.0176,-0.016,0.0014,0.5714,-0.0301,0.0748,2,3,-0.39,-0.04,4,0.0,0.0,0,0,High,0.01,0.02,39333,14618,56,524,0,0,60,100,98,100,12,51,11,25,17,Sydney - Parramatta,Greater Sydney,NSW,NSW315,Suburbs,3,Houses,15_Main Dashboard - HtAG Analytics (3).xlsx
"Busby, NSW 2168",All,0,923138,0.004699999999999999,0.0173,0.0335,0.0868,0.1392,0.5626,0.8436,9,530,0.0019,0.0076,0.0351,0.1346,0.292,0.4048,0.3828,0.0299,-0.03,0.11,0.0,0.14,0.0178,4,(+)Decreasing,180,-0.0487,-0.1272,0.1002,-0.3411999999999999,-0.0194,-0.006,0.0392,0,0,0,1,0.51,0.0,0.0,70.22,0.0012,-0.0002,-0.0006,0.45,-0.13,-0.38,8.58,1.2,-0.27,0.0097,0,0,28,-1.8,-0.36,0.0,0.0126,-0.0024,0.0032,0.0,0.0,0.0,2,3,-0.09,-0.37,5,0.31,0.08,0,0,Medium,0.03,0.06,4446,1558,40,14,0,0,80,100,100,100,9,29,11,16,31,Sydney - South West,Greater Sydney,NSW,NSW275,Suburbs,2,Houses,15_Main Dashboard - HtAG Analytics (3).xlsx
"North Kellyville, NSW 2155",All,11,700918,0.001,0.002,0.002,0.009300000000000001,0.0016,0.0625,0.1135,18,646,0.0,0.0,0.007800000000000001,0.0521,0.2742,0.2972,0.2328,0.0479,-0.02,0.05,0.02,0.1,0.0,3,(+)Increasing,172,-0.018,-0.0529,-0.0029,-0.172,-0.016,-0.0745,-0.1117,0,0,0,10,0.19,0.38,0.19,21.69,0.003,0.0002,0.0,0.65,-0.25,-0.11,5.79,1.82,2.11,0.0,0,0,92,0.75,17.88,0.0,0.0566,0.0079,0.0062,0.5,-0.0192,-0.0767,6,3,-0.34,0.0,3,-0.33,0.0,0,0,High,0.02,0.03,17401,7201,60,2065,0,0,81,100,45,45,57,2,11,23,32,Sydney - Baulkham Hills a…,Greater Sydney,NSW,NSW270,Suburbs,3,Units,15_Main Dashboard - HtAG Analytics (3).xlsx
"Warwick Farm, NSW 2170",All,5,452199,0.0039,0.0106,0.0187,0.0451,0.1079,0.2189,0.262,29,505,-0.002,-0.002,0.0,0.0478,0.2759,0.2923,0.6102000000000001,0.0581,-0.02,0.09,0.04,0.15,-0.001,4,(+)Decreasing,164,-0.0579,-0.0185,0.0515,-0.4027000000000001,0.0201,0.0215,0.0021,0,0,0,1,0.69,0.46,0.86,31.31,0.0021,-0.0001,-0.001,0.6,-0.53,-0.42,8.34,0.85,0.78,0.0,0,0,38,-7.57,-4.2,0.0,0.0147,-0.0059,0.0031,0.0,0.0,0.0,1,6,0.51,0.23,5,0.79,-0.27,0,0,High,0.04,0.11,6135,3544,49,4949,0,0,59,98,100,100,2,74,11,29,25,Sydney - South West,Greater Sydney,NSW,NSW275,Suburbs,3,Units,15_Main Dashboard - HtAG Analytics (3).xlsx
"Tregear, NSW 2770",All,3,742387,0.0023,0.0051,0.006,0.0291,0.1187,0.5942000000000001,0.807,7,503,0.002,0.006,0.0244,0.09570000000000001,0.3333,0.4197,0.5045000000000001,0.0352,-0.06,0.14,-0.02,0.17,0.0177,6,(+)Increasing,196,-0.0662,-0.2246,0.0529,-0.5661999999999999,-0.0126,0.0287,-0.0248,0,0,0,1,0.62,0.0,0.0,54.64,0.0007000000000000001,-0.0005,-0.0005,0.24,-0.19,-0.25,8.79,1.4,-0.3,0.0035,0,0,35,0.99,-2.16,0.0,0.0131,-0.0018,-0.0009,0.0,0.0,0.0,1,3,0.13,-0.14,5,0.34,-0.08,0,0,Medium,0.04,0.06,3700,1470,36,122,0,0,71,99,100,100,8,39,11,19,41,Sydney - Blacktown,Greater Sydney,NSW,NSW283,Suburbs,2,Houses,15_Main Dashboard - HtAG Analytics (3).xlsx
"The Entrance North, NSW 2261",All,0,720399,0.0018,0.0037,-0.0017,-0.0219,-0.0504,0.2338,0.7242000000000001,3,531,0.0,0.0,-0.0019,0.005699999999999999,0.1419,0.3511,0.5618,0.0383,-0.07,0.13,-0.03,0.17,0.0,6,(+)Increasing,88,-0.06509999999999999,-0.2929,-0.1714,-0.4755,0.07629999999999999,0.0969,0.2843,0,0,0,4,0.39,0.48,0.4,38.43,0.0058,0.0002,0.0005,1.82,-0.17,0.17,8.71,0.86,-0.39,0.01,0,0,75,0.3,-6.04,0.0,0.0165,0.003,0.0017,0.0,0.0,0.0,1,10,1.04,0.62,8,1.08,0.37,0,0,Low,0.01,0.04,1619,1086,49,1508,0,0,80,96,85,100,10,34,11,18,66,Central Coast,Greater Sydney,NSW,NSW327,Suburbs,1,Units,15_Main Dashboard - HtAG Analytics (3).xlsx
"Fairfield East, NSW 2165",All,0,1261789,0.0063,0.0172,0.0492,0.1286,0.1846,0.7045,0.858,5,569,0.0018,0.0071,0.0252,0.0674,0.2527,0.2809,0.3669,0.0234,0.0,0.08,0.03,0.11,0.0226,3,(+)Decreasing,174,-0.066,-0.0978,0.239,-0.2416,-0.021,0.0407,-0.0662,0,0,0,1,0.44,0.0,0.02,90.23,0.0007000000000000001,-0.0003,-0.0004,0.44,-0.38,-0.28,10.8,1.22,1.67,0.0059,0,0,26,-3.71,1.13,0.0,0.005699999999999999,-0.0016,0.0025,0.0,0.0,0.0,2,3,-0.29,0.1,5,0.24,0.18,0,0,Medium,0.02,0.03,5198,2007,47,562,0,0,60,100,99,100,8,25,11,15,22,Sydney - Parramatta,Greater Sydney,NSW,NSW295,Suburbs,2,Houses,15_Main Dashboard - HtAG Analytics (3).xlsx
"Auburn, NSW 2144",All,2,1293621,0.0043,0.0125,0.0247,0.07339999999999999,0.2008,0.4951,0.5742,21,711,0.0014,0.005600000000000001,0.0186,0.0723,0.4099,0.3719,0.4927,0.0286,-0.04,0.12,-0.01,0.15,0.0319,5,(+)Decreasing,196,-0.07150000000000001,-0.0472,0.1147,-0.4007,0.0067,-0.0621,-0.0553,0,0,0,2,0.5,0.41,0.57,87.94,0.001,-0.0003,-0.0005,0.41,-0.19,-0.19,11.18,1.71,-0.26,0.0035,0,0,53,1.42,9.35,0.0397,0.0176,-0.016,0.0014,0.5714,-0.0301,0.0748,2,3,-0.39,-0.04,4,0.0,0.0,0,0,High,0.01,0.02,39333,14618,56,524,0,0,60,100,98,100,12,51,11,25,17,Sydney - Parramatta,Greater Sydney,NSW,NSW315,Suburbs,3,Houses,15_Main Dashboard - HtAG Analytics (3).xlsx
"Canley Vale, NSW 2166",All,2,1465759,0.006999999999999999,0.0245,0.0495,0.129,0.2418,0.7126,0.9906,8,583,-0.0017,0.0,0.0069,0.0659,0.2876,0.3791,0.4442,0.0207,-0.03,0.12,-0.01,0.14,0.0077,5,(+)Decreasing,190,-0.0404,-0.0808,0.2095,-0.2321,0.0362,0.0488,0.0664,0,0,0,1,0.41,0.28,0.35,98.82,0.0011,-0.0004,-0.0005,0.53,-0.16,-0.16,8.4,1.25,0.54,0.013,0,0,71,7.15,15.68,0.0,0.0097,-0.0073,0.0017,0.0,0.0,0.0,1,3,-0.34,0.0,5,0.28,-0.1,0,0,Medium,0.01,0.02,10300,3785,57,96,0,0,60,99,94,100,5,33,10,16,24,Sydney - South West,Greater Sydney,NSW,NSW295,Suburbs,2,Houses,15_Main Dashboard - HtAG Analytics (3).xlsx
"Woy Woy, NSW 2256",All,0,632754,0.0023,0.0064,0.0021,-0.0104,-0.0162,0.2483,0.7704000000000001,8,528,0.0,0.0076,0.0252,0.0581,0.1282,0.3265999999999999,0.427,0.0434,-0.02,0.08,0.03,0.12,0.0,3,(+)Increasing,118,-0.0557,-0.2595,-0.1627,-0.41,0.1105,0.1114,0.3305,0,0,0,2,0.38,0.6,0.08,39.11,0.004500000000000001,-0.0004,-0.0005,1.84,0.06,-0.1,10.62,1.1,3.13,0.0,0,0,97,13.29,27.74,0.0,0.0114,0.0016,0.0015,0.0,-0.1061,0.0,1,5,-0.07,0.0,5,0.72,0.12,0,0,Low,0.0,0.02,11072,5945,53,54,0,0,59,100,99,100,33,51,10,31,42,Central Coast,Greater Sydney,NSW,NSW327,Suburbs,1,Units,15_Main Dashboard - HtAG Analytics (3).xlsx
"Parramatta, NSW 2150",All,2,1593510,0.0011,-0.0001,-0.0084,-0.008100000000000001,0.0563,0.5029,0.5711999999999999,8,688,0.0029,0.0117,0.0283,0.0518,0.3996,0.3477,0.4168,0.0225,-0.03,0.11,0.0,0.13,0.0378,4,(+)Trough,170,-0.1107,-0.2586,0.0262,-0.5969,-0.0287,-0.0461,-0.1625,0,0,0,9,0.7,0.41,0.93,67.41,0.0035,-0.0005,0.0007000000000000001,1.35,-0.14,0.3,8.96,1.26,-0.76,0.0349,0,0,63,3.65,7.07,0.05,0.021,-0.0031,0.0017,0.3333,-0.0261,0.0061,5,3,-0.49,-0.1,4,0.0,0.0,0,0,Medium,0.0,0.01,30211,18603,67,4454,0,0,69,100,85,100,11,22,10,14,19,Sydney - Parramatta,Greater Sydney,NSW,NSW314,Suburbs,2,Houses,15_Main Dashboard - HtAG Analytics (3).xlsx
"Mays Hill, NSW 2145",All,0,593606,0.0014,0.004,0.008,0.0198,0.0299,0.0397,0.0104,8,599,0.0,0.005,0.0187,0.0564,0.3311,0.2718,0.4194,0.0525,-0.02,0.05,0.03,0.11,0.0,2,(+)Decreasing,150,-0.0418,0.0095,0.0096,-0.179,-0.09539999999999998,-0.1377,-0.1967,0,0,0,7,0.65,0.0,0.85,26.5,0.0026,-0.0003,-0.0015,0.71,-0.91,-0.3,5.44,0.11,-0.84,0.0025,0,0,39,-15.66,-6.8,0.0,0.0223,-0.0144,0.0008,0.0,0.0,0.0,1,5,0.52,0.04,6,0.52,-0.5,0,0,Medium,0.04,0.12,1902,899,50,711,0,0,80,100,100,100,9,36,10,18,21,Sydney - Parramatta,Greater Sydney,NSW,NSW315,Suburbs,2,Units,15_Main Dashboard - HtAG Analytics (3).xlsx
"Edmondson Park, NSW 2174",All,5,714282,0.0037,0.0102,0.0179,0.0489,0.1122,0.2386,0.3582,9,618,0.0,0.0049,0.0215,0.0861,0.2638,0.6524,0.8726999999999999,0.045,0.0,0.07,0.04,0.12,0.0008,1,(+)Decreasing,176,-0.06480000000000001,-0.0279,0.0396,-0.3688,0.0244,0.0412,0.0983,0,0,0,10,0.32,0.53,0.16,26.7,0.0033,0.0001,0.0011,1.09,-0.58,0.41,3.85,0.73,0.87,0.0,0,0,54,1.62,-0.64,0.0,0.0406,0.0036,0.0006,0.0,0.0098,0.0,1,3,-0.36,0.1,4,-0.59,0.06,0,0,High,0.01,0.02,12080,4959,59,78,0,0,69,100,98,100,6,20,10,12,34,Sydney - South West,Greater Sydney,NSW,NSW275,Suburbs,3,Units,15_Main Dashboard - HtAG Analytics (3).xlsx
"Eastgardens, NSW 2036",All,2,1150233,0.0043,0.0122,0.0208,0.04969999999999999,0.1162,0.2561,0.4418,8,1050,0.0029,0.0038,0.0115,0.0767,0.6101,0.4115,0.6557,0.0475,-0.09,0.16,-0.04,0.21,0.042,1,(+)Decreasing,200,-0.032,-0.029,0.0293,-0.2022,0.0395,0.0973,0.2213,0,0,0,10,0.59,0.54,0.72,43.9,0.0042,0.0008,0.0006,1.89,-1.67,0.3,4.24,0.34,0.34,0.0021,0,0,72,-7.56,15.31,0.0,0.008,0.0035,-0.009300000000000001,0.0,0.0,0.0,1,5,0.1,0.35,7,0.41,0.29,0,0,Low,0.02,0.03,4086,2532,55,763,0,0,90,100,98,100,3,94,10,36,9,Sydney - City and Inner S…,Greater Sydney,NSW,NSW335,Suburbs,1,Units,15_Main Dashboard - HtAG Analytics (3).xlsx
"Merrylands, NSW 2160",4,0,1394913,0.0051,0.0131,0.0237,0.0677,0.2008,0.5271,0.5677,11,801,-0.0012,-0.0037,-0.0172,-0.0172,0.3093,0.3356,0.4159,0.0299,-0.06,0.08,-0.03,0.11,0.0005,5,(+)Decreasing,200,-0.0564,-0.0965,0.1017,-0.4018,-0.0294,-0.0784,-0.0781,0,0,0,3,0.47,0.38,0.47,82.46,0.0013,-0.0006,0.0,0.43,-0.15,0.01,11.59,1.58,0.4,0.013,0,0,43,0.16,9.07,0.0,0.0185,-0.0033,0.0033,0.6667000000000001,0.0454,-0.0317,5,3,-0.32,0.0,5,0.35,0.0,0,0,High,0.01,0.03,32472,13572,50,847,0,0,69,100,97,100,22,29,9,20,21,Sydney - Parramatta,Greater Sydney,NSW,NSW315,Suburbs,3,Houses,15_Main Dashboard - HtAG Analytics (3).xlsx
"Merrylands, NSW 2160",3,0,1267170,0.0042,0.01,0.017,0.05599999999999999,0.1625,0.536,0.5575,18,651,-0.0015,-0.0046,-0.0137,0.0031,0.3052,0.3211,0.357,0.0267,-0.06,0.08,-0.04,0.11,0.0,5,(+)Decreasing,200,-0.0564,-0.0965,0.1017,-0.4018,-0.0294,-0.0784,-0.0781,0,0,0,3,0.47,0.38,0.47,74.91,0.0013,-0.0006,0.0,0.43,-0.15,0.01,11.59,1.58,0.4,0.013,0,0,43,0.16,9.07,0.0,0.0185,-0.0033,0.0033,0.6667000000000001,0.0454,-0.0317,5,3,-0.32,0.0,5,0.35,0.0,0,0,High,0.01,0.03,32472,13572,50,847,0,0,69,100,97,100,22,29,9,20,21,Sydney - Parramatta,Greater Sydney,NSW,NSW315,Suburbs,3,Houses,15_Main Dashboard - HtAG Analytics (3).xlsx
"Merrylands, NSW 2160",2,1,1128184,0.0034,0.008100000000000001,0.0131,0.0436,0.1294,0.3983,0.4733,7,499,-0.002,0.0,0.004,0.0289,0.245,0.245,0.1914,0.023,-0.06,0.08,-0.04,0.11,0.0003,5,(+)Decreasing,200,-0.0564,-0.0965,0.1017,-0.4018,-0.0294,-0.0784,-0.0781,0,0,0,3,0.47,0.38,0.47,66.69,0.0013,-0.0006,0.0,0.43,-0.15,0.01,11.59,1.58,0.4,0.013,0,0,43,0.16,9.07,0.0,0.0185,-0.0033,0.0033,0.6667000000000001,0.0454,-0.0317,5,3,-0.32,0.0,5,0.35,0.0,0,0,High,0.01,0.03,32472,13572,50,847,0,0,69,100,97,100,22,29,9,20,21,Sydney - Parramatta,Greater Sydney,NSW,NSW315,Suburbs,3,Houses,15_Main Dashboard - HtAG Analytics (3).xlsx
"Carramar, NSW 2163",All,0,1078198,0.0058,0.0198,0.0459,0.1258,0.1745,0.6624,0.7099,1,500,0.0,0.0,-0.002,0.004,0.1013,0.139,0.2594,0.0241,0.0,0.08,0.03,0.11,0.0169,2,(+)Decreasing,178,-0.0733,-0.09449999999999999,0.2516,-0.2391,-0.0311,-0.0014,-0.2143,0,0,0,1,0.47,0.35,0.54,78.19,0.0032,-0.0002,-0.0001,1.67,-0.9,-0.08,11.53,2.14,-0.35,0.0123,0,0,27,-4.28,-5.42,0.0,0.0195,-0.0104,0.0004,0.0,0.0,0.0,1,3,-0.4,-0.1,4,0.1,-0.21,0,0,Low,0.01,0.01,3475,1628,47,439,0,0,50,99,83,100,1,17,9,9,23,Sydney - Parramatta,Greater Sydney,NSW,NSW295,Suburbs,1,Houses,15_Main Dashboard - HtAG Analytics (3).xlsx
"Wiley Park, NSW 2195",All,0,1225307,0.0024,0.0053,0.0077,0.0217,0.0836,0.4458,0.5211,3,749,0.0013,0.0027,0.0121,0.0791,0.3838,0.3661,0.4881,0.0318,-0.01,0.09,0.02,0.12,0.0277,3,(+)Increasing,182,-0.0738,-0.1641,0.0431,-0.3815999999999999,-0.0143,-0.0273,-0.1723,0,0,0,2,0.55,0.41,0.76,90.8,0.0019,-0.0008,-0.0004,0.72,-0.36,-0.07,10.7,1.43,0.57,0.0092,0,0,55,-5.14,12.0,0.0,0.0187,-0.0121,0.0043,0.0,-0.0381,0.0,1,3,-0.48,-0.06,4,-0.02,0.0,0,0,Medium,0.01,0.01,10016,3912,55,0,0,0,80,100,95,100,8,44,9,20,14,Sydney - Inner South West,Greater Sydney,NSW,NSW332,Suburbs,2,Houses,15_Main Dashboard - HtAG Analytics (3).xlsx
"The Entrance North, NSW 2261",All,0,1505594,0.004500000000000001,0.0131,0.0289,0.0553,-0.0125,0.7413,1.3632,2,627,0.0016,-0.0032,-0.0248,-0.0528,0.1805,0.4605,0.4571,0.0217,-0.02,0.1,0.0,0.12,0.0345,4,(+)Peak,90,-0.095,-0.3535,0.1189,-0.3537,-0.055,0.1609,0.2951,0,0,0,4,0.39,0.48,0.4,80.32,0.0039,-0.0001,0.0005,1.4,0.14,0.31,6.58,0.26,-0.21,0.002,0,0,78,19.06,-4.43,0.0833,0.0165,0.003,0.0017,0.0,0.0,0.0,1,5,0.39,0.31,5,0.42,-0.18,0,0,Low,0.02,0.02,1619,1086,49,1508,0,0,80,96,85,100,18,27,9,18,66,Central Coast,Greater Sydney,NSW,NSW327,Suburbs,1,Houses,15_Main Dashboard - HtAG Analytics (3).xlsx
"Rosehill, NSW 2142",All,2,1145116,0.0012,0.0015,-0.0014,0.0032,0.0706,0.3848,0.5266,1,642,0.0016,0.0126,0.0255,-0.0077,0.2809,0.286,0.3594,0.0292,-0.06,0.12,-0.03,0.15,0.0216,6,(+)Trough,182,-0.047,-0.1519,0.0328,-0.2643,-0.0144,-0.1642,-0.2071,0,0,0,7,0.68,0.43,0.89,55.74,0.0067,-0.0011,-0.0005,1.73,-0.67,0.02,8.75,2.5,1.17,0.0051,0,0,53,-0.56,6.18,0.0,0.0278,-0.013,0.0017,0.0,0.0,0.0,1,3,-0.46,-0.12,4,0.0,-0.16,0,0,Medium,0.01,0.01,4047,2183,61,7710,0,0,61,100,98,100,3,20,9,11,17,Sydney - Parramatta,Greater Sydney,NSW,NSW314,Suburbs,2,Houses,15_Main Dashboard - HtAG Analytics (3).xlsx
"Merrylands West, NSW 2160",All,0,502352,0.0029,0.0089,0.0173,0.0392,0.0908,0.1471,0.2224,11,551,0.0,0.0018,0.0073,0.0495,0.2725,0.2874,0.2844,0.057,-0.08,0.13,-0.02,0.19,0.0,6,(+)Decreasing,186,-0.0326,0.0089,0.0126,-0.2412,-0.0345,-0.0303,0.0153,0,0,0,3,0.41,0.39,0.33,29.06,0.003,0.0003,0.0006,1.76,-0.21,0.26,7.01,0.58,0.36,0.0,0,0,51,5.01,-5.07,0.0,0.0249,0.0011,0.0049,0.0,0.0,0.0,2,5,-0.14,0.33,4,0.01,-0.37,0,0,Low,0.01,0.05,7054,2847,57,443,0,0,69,100,100,100,18,38,9,22,22,Sydney - Parramatta,Greater Sydney,NSW,NSW315,Suburbs,1,Units,15_Main Dashboard - HtAG Analytics (3).xlsx
"Merrylands, NSW 2160",All,5,1331375,0.004099999999999999,0.0102,0.0177,0.0539,0.1647,0.4788,0.5514,36,650,-0.0015,-0.0031,-0.0107,0.0,0.2928,0.3058,0.3326,0.0254,-0.03,0.11,-0.01,0.14,0.0016,5,(+)Decreasing,200,-0.0564,-0.0965,0.1017,-0.4018,-0.0294,-0.0784,-0.0781,0,0,0,3,0.47,0.38,0.47,78.7,0.0013,-0.0006,0.0,0.43,-0.15,0.01,11.59,1.58,0.4,0.013,0,0,43,0.16,9.07,0.0,0.0185,-0.0033,0.0033,0.6667000000000001,0.0454,-0.0317,5,3,-0.32,0.0,5,0.35,0.0,0,0,High,0.01,0.03,32472,13572,50,847,0,0,69,100,97,100,22,29,9,20,21,Sydney - Parramatta,Greater Sydney,NSW,NSW315,Suburbs,3,Houses,15_Main Dashboard - HtAG Analytics (3).xlsx
"Harris Park, NSW 2150",All,6,517824,0.0043,0.0137,0.0267,0.05690000000000001,0.1006,0.1404,0.1066,31,566,0.0,0.0018,0.0125,0.0679,0.4778,0.3541,0.4115,0.0568,-0.01,0.07,0.05,0.13,0.0,2,(+)Decreasing,152,-0.0649,0.0246,0.0348,-0.3636,0.0351,0.0046,-0.0386,0,0,0,6,0.7,0.32,0.9,25.77,0.0028,-0.0001,-0.0001,1.03,-0.11,-0.08,10.35,1.37,0.14,0.006500000000000001,0,0,67,3.01,2.99,0.0,0.0281,-0.007800000000000001,0.009399999999999999,0.0,0.0,0.0,3,5,0.36,0.0,7,0.89,0.04,0,0,High,0.03,0.15,5043,2633,53,1158,0,0,71,100,98,100,14,37,9,20,19,Sydney - Parramatta,Greater Sydney,NSW,NSW314,Suburbs,3,Units,15_Main Dashboard - HtAG Analytics (3).xlsx
"Campsie, NSW 2194",All,0,1739806,0.0015,0.0029,0.0022,0.0124,0.0595,0.4632,0.401,11,761,0.0013,0.004,0.0133,0.0496,0.3559,0.3487,0.4854,0.0227,-0.08,0.16,-0.06,0.18,0.0118,7,(+)Increasing,170,-0.1017,-0.1899,0.078,-0.4382,-0.0384,-0.009899999999999999,-0.2924,0,0,0,4,0.53,0.35,0.82,106.45,0.0014,-0.0004,-0.0008,0.53,-0.17,-0.27,11.49,1.53,-0.33,0.004699999999999999,0,0,87,9.98,24.98,0.0,0.0186,-0.0141,0.0024,0.5,0.0114,-0.0135,2,3,-0.43,-0.1,4,0.01,0.0,0,0,Medium,0.0,0.01,26132,11893,56,431,0,0,69,100,100,100,8,31,8,16,11,Sydney - Inner South West,Greater Sydney,NSW,NSW332,Suburbs,2,Houses,15_Main Dashboard - HtAG Analytics (3).xlsx
"Cabramatta, NSW 2166",All,0,1336172,0.0046,0.014,0.0339,0.101,0.1325,0.5311,0.7615000000000001,12,570,0.0,0.0035,0.0124,0.044,0.2723,0.3571,0.4179,0.0222,-0.02,0.11,0.0,0.13,0.0217,4,(+)Decreasing,184,-0.0437,-0.1245,0.1104,-0.328,-0.0731,-0.1327,-0.1627,0,0,0,1,0.47,0.32,0.6,102.27,0.0009,0.0,-0.0007000000000000001,0.43,-0.15,-0.37,10.96,1.78,-0.75,0.0272,0,0,36,1.32,0.31,0.0,0.0141,-0.0128,0.0016,0.0,0.1568,-0.0323,2,3,-0.41,-0.1,4,0.02,0.0,0,0,Medium,0.01,0.02,21142,8551,54,190,0,0,60,99,100,100,3,29,8,13,26,Sydney - South West,Greater Sydney,NSW,NSW295,Suburbs,2,Houses,15_Main Dashboard - HtAG Analytics (3).xlsx
"Zetland, NSW 2017",All,4,2158411,0.0014,0.0011,-0.0032,-0.0124,0.0757,0.236,0.6108,4,1321,0.0,0.003,0.0154,0.0568,0.3507,0.2863,0.3438000000000001,0.0318,0.0,0.07,0.03,0.1,0.0015,3,(+)Trough,188,-0.0154,-0.1139,-0.08529999999999999,-0.2807,0.0885,0.0503,0.0499,0,0,0,10,0.7,0.43,0.95,79.14,0.0077,0.0016,0.0028,2.39,0.65,0.8,9.99,2.09,2.19,0.0,0,0,41,8.41,-6.03,0.0,0.0313,0.0003,0.0011,0.0,-0.1306,0.0,2,3,-0.49,-0.06,4,-0.05,0.0,0,0,Medium,0.0,0.01,12622,9015,61,198,0,0,70,100,79,100,10,24,8,14,4,Sydney - City and Inner S…,Greater Sydney,NSW,NSW200,Suburbs,2,Houses,15_Main Dashboard - HtAG Analytics (3).xlsx
"Yennora, NSW 2161",All,4,1135033,0.0051,0.0177,0.0389,0.1131,0.1771,0.5954999999999999,0.823,2,633,0.0016,0.0032,0.016,0.0875,0.3264,0.4608,0.4813,0.029,-0.03,0.11,0.0,0.14,0.0288,4,(+)Decreasing,184,-0.0389,-0.0779,0.1755,-0.163,-0.0285,-0.0683,-0.1012,0,0,0,1,0.55,0.0,0.16,85.54,0.0018,-0.0002,0.0,1.3,-0.43,-0.24,11.43,1.47,0.52,0.0153,0,0,52,2.23,9.9,0.0039,0.0018,-0.0022,0.0006,0.0,0.0,0.0,0,3,-0.38,-1.01,4,-0.12,0.0,0,0,Medium,0.01,0.03,1675,997,50,9766,0,0,79,100,99,100,8,48,8,21,22,Sydney - Parramatta,Greater Sydney,NSW,NSW295,Suburbs,2,Houses,15_Main Dashboard - HtAG Analytics (3).xlsx
"Lethbridge Park, NSW 2770",All,0,747588,0.0023,0.0046,0.004099999999999999,0.0228,0.1007,0.5671,0.8006,13,481,0.0021,0.0063,0.0277,0.1157,0.3654,0.5015999999999999,0.4303,0.0335,-0.09,0.17,-0.06,0.2,0.0297,8,(+)Increasing,170,-0.06,-0.2321,0.0118,-0.6199,-0.0306,0.0016,-0.0312,0,0,0,1,0.57,0.0,0.0,57.0,0.0018,-0.0007000000000000001,0.0001,0.68,-0.13,0.04,7.68,1.11,0.54,0.0026,0,0,48,-1.35,8.58,0.0,0.0237,-0.0012,0.0029,0.0,0.0,0.0,1,4,-0.15,-0.04,5,0.35,0.0,0,0,Medium,0.03,0.08,4730,1926,41,95,0,0,70,100,100,100,11,32,8,17,40,Sydney - Blacktown,Greater Sydney,NSW,NSW283,Suburbs,2,Houses,15_Main Dashboard - HtAG Analytics (3).xlsx
"Homebush, NSW 2140",All,0,2493984,-0.0038,-0.0182,-0.0536,-0.05019999999999999,-0.1206,0.3303,0.6009,1,838,0.0024,0.0194,0.0687,0.1618,0.4433,0.3681,0.5245000000000001,0.0175,-0.05,0.12,-0.03,0.13,0.03,5,(-)Increasing,110,-0.1258,-0.3882,-0.08689999999999999,-0.5670000000000001,-0.0909,-0.0043,-0.0158,0,0,0,9,0.57,0.28,0.91,108.9,0.0084,-0.0007000000000000001,-0.0019,2.59,-0.18,-0.73,12.52,2.29,-1.14,0.0189,0,0,33,-0.37,-5.09,0.0,0.0302,-0.005,0.0017,0.0,0.0491,-0.152,2,3,-0.49,-0.1,4,-0.04,-0.04,0,0,Low,0.0,0.0,11660,5972,68,300,0,0,71,100,90,100,5,17,8,10,12,Sydney - Inner West,Greater Sydney,NSW,NSW196,Suburbs,1,Houses,15_Main Dashboard - HtAG Analytics (3).xlsx
